Unnamed: 0,path,label,image_data
80,Surprise/cropped_emotions.260421~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
81,Surprise/cropped_emotions.100072~12fffff.png,Surprise,[129  92  52 ... 145 135 134]
82,Surprise/0e0448eae102baed45e59d36a38a793c0d93c6e07e6e0e2ae11eba22~12fffff.jpeg,Surprise,[210 218 221 ...  52  43  40]
83,Surprise/1bf5f040215b9e9d5fe5c840b53d0a0533d09543c95901352cbdbcd0~12fffff.jpg,Surprise,[17  6 40 ...  1  1  1]
84,Surprise/cropped_emotions.267598~12fffff.png,Surprise,[165 164 160 ... 168 124 133]
85,Surprise/cropped_emotions.267228~12fffff.png,Surprise,[255 255 255 ...   0   0   0]
86,Surprise/cropped_emotions.264750~12fffff.png,Surprise,[141  86  92 ...  57  27  55]
87,Surprise/cropped_emotions.414888~12fffff.png,Surprise,[69 56 48 ... 29 15  6]
88,Surprise/cropped_emotions.260336~12fffff.png,Surprise,[113 101  89 ... 199 156 147]
89,Surprise/cropped_emotions.260193~12fffff.png,Surprise,[54 38 42 ... 58 54 71]
90,Surprise/cropped_emotions.267032~12fffff.png,Surprise,[136  90  47 ...  29   0  18]
91,Surprise/cropped_emotions.261750~12fffff.png,Surprise,[227 233 195 ...  64  70  84]
92,Surprise/cropped_emotions.262499~12fffff.png,Surprise,[230 232 231 ... 164 127 118]
93,Surprise/cropped_emotions.100279~12fffff.png,Surprise,[  9   8  13 ... 218 249 251]
94,Surprise/cropped_emotions.100032~12fffff.png,Surprise,[135 120  86 ... 111  63  47]
95,Surprise/cropped_emotions.268401~12fffff.png,Surprise,[ 0  0  0 ... 55 43 37]
96,Surprise/cropped_emotions.268378~12fffff.png,Surprise,[209 188 167 ... 220 111  96]
97,Surprise/cropped_emotions.265678~12fffff.png,Surprise,[215 208 165 ...   0   0   0]
98,Surprise/cropped_emotions.414937~12fffff.png,Surprise,[ 16  16  16 ... 184 184 184]
99,Surprise/cropped_emotions.267520~12fffff.png,Surprise,[210 185  90 ...  29  31  30]
100,Surprise/cropped_emotions.414844~12fffff.png,Surprise,[ 72  62  50 ... 139 112  85]
101,Surprise/cropped_emotions.100233~12fffff.png,Surprise,[  0   0   0 ... 186 169 140]
102,Surprise/cropped_emotions.100065~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
103,Surprise/cropped_emotions.100160~12fffff.png,Surprise,[  0   0   0 ... 236 240 241]
104,Surprise/cropped_emotions.262183~12fffff.png,Surprise,[ 14   8  10 ... 246 252 240]
105,Surprise/cropped_emotions.414973~12fffff.png,Surprise,[75 75 75 ... 99 99 99]
106,Surprise/cropped_emotions.268584~12fffff.png,Surprise,[ 0  0  0 ... 97 66 57]
107,Surprise/cropped_emotions.262900~12fffff.png,Surprise,[160 145 160 ... 196 172 168]
108,Surprise/cropped_emotions.267156~12fffff.png,Surprise,[  4   4   2 ... 141 113  50]
109,Surprise/cropped_emotions.267448~12fffff.png,Surprise,[231 208 174 ... 186 152  91]
110,Surprise/cropped_emotions.100201~12fffff.png,Surprise,[203 206 199 ...  63  59  60]
111,Surprise/cropped_emotions.265850~12fffff.png,Surprise,[190 217 236 ... 171 203 233]
112,Surprise/cropped_emotions.262164~12fffff.png,Surprise,[243 255 255 ... 189 178 172]
113,Surprise/cropped_emotions.267789~12fffff.png,Surprise,[  0   0   0 ... 138 111 115]
114,Surprise/cropped_emotions.268482~12fffff.png,Surprise,[166 152 150 ...  20   0  25]
115,Surprise/1f5815c6c529323c2fab3a47987e6667b9e375e323e07d72ef15dcf4~12fffff.jpg,Surprise,[74 59 56 ... 35 33 34]
116,Surprise/cropped_emotions.268550~12fffff.png,Surprise,[ 66  95 101 ...  31  51  39]
117,Surprise/cropped_emotions.267564~12fffff.png,Surprise,[ 28  21  23 ... 185 154 125]
118,Surprise/cropped_emotions.264591~12fffff.png,Surprise,[ 26   6  18 ... 252 254 247]
119,Surprise/cropped_emotions.260579~12fffff.png,Surprise,[135  60  39 ... 139 103  69]
120,Surprise/cropped_emotions.414998~12fffff.png,Surprise,[ 44  45  40 ... 192 183 173]
121,Surprise/cropped_emotions.415029~12fffff.png,Surprise,[ 0  0  0 ... 26 24 31]
122,Surprise/cropped_emotions.100179~12fffff.png,Surprise,[ 66  34  45 ... 247 208 167]
123,Surprise/cropped_emotions.415003~12fffff.png,Surprise,[163 184 213 ...  45  70  94]
124,Surprise/cropped_emotions.100171~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
125,Surprise/cropped_emotions.100109~12fffff.png,Surprise,[ 0  0  0 ... 68 39 21]
126,Surprise/1a90785f9b8317df3fa7afaef881bf4808c67b4406a46ac270b193e4~12fffff.jpg,Surprise,[253 253 253 ... 228 222 227]
127,Surprise/0b3d9989d0ddc2eef2ba812ec916053bc06b98a7f2425e2198dfff58~12fffff.jpg,Surprise,[37 35 72 ... 46 33 59]
128,Surprise/cropped_emotions.265003~12fffff.png,Surprise,[  1   1   1 ... 144 143 149]
129,Surprise/cropped_emotions.262270~12fffff.png,Surprise,[ 80  70  71 ... 172 141 113]
130,Surprise/cropped_emotions.415047~12fffff.png,Surprise,[ 5  3  4 ... 12  7  4]
131,Surprise/cropped_emotions.100056~12fffff.png,Surprise,[29 29 29 ...  0  0  0]
132,Surprise/cropped_emotions.100140~12fffff.png,Surprise,[16 14 14 ... 25 22 20]
133,Surprise/cropped_emotions.263579~12fffff.png,Surprise,[  0   0   0 ...  91 105 156]
134,Surprise/cropped_emotions.265248~12fffff.png,Surprise,[244 242 245 ... 194 124  99]
135,Surprise/cropped_emotions.264726~12fffff.png,Surprise,[ 82  41   9 ... 189 107  85]
136,Surprise/1f35e7a18e1d3a1909aeaeac94e6d7bfda684f797cff5e3c3a596f08~12fffff.jpg,Surprise,[100 106  92 ...  70  67  62]
137,Surprise/cropped_emotions.261291~12fffff.png,Surprise,[  0   0   0 ... 181 121 120]
138,Surprise/cropped_emotions.267273~12fffff.png,Surprise,[255 198 139 ... 245 156  51]
139,Surprise/cropped_emotions.261081~12fffff.png,Surprise,[ 0  0  0 ... 16 17 11]
140,Surprise/cropped_emotions.414927~12fffff.png,Surprise,[21 19 18 ... 17 12 16]
141,Surprise/cropped_emotions.260420~12fffff.png,Surprise,[225 216 224 ...  52  54  44]
142,Surprise/cropped_emotions.414931~12fffff.png,Surprise,[ 43  44  49 ... 129 127 129]
143,Surprise/cropped_emotions.261028~12fffff.png,Surprise,[145 122 103 ... 217 168 128]
144,Surprise/cropped_emotions.267246~12fffff.png,Surprise,[  9  53 114 ... 238 244 200]
145,Surprise/cropped_emotions.263990~12fffff.png,Surprise,[29 59 95 ... 37 44 70]
146,Surprise/cropped_emotions.267840~12fffff.png,Surprise,[160 104  71 ...  68  35  18]
147,Surprise/cropped_emotions.262757~12fffff.png,Surprise,[253 253 253 ... 150  92 106]
148,Surprise/cropped_emotions.263008~12fffff.png,Surprise,[188 118  82 ...  90  61  47]
149,Surprise/cropped_emotions.266762~12fffff.png,Surprise,[  0   0   0 ... 139  92 123]
150,Surprise/cropped_emotions.261630~12fffff.png,Surprise,[231 199 184 ... 197 137 122]
151,Surprise/cropped_emotions.263570~12fffff.png,Surprise,[208 179 123 ...  90  51  59]
152,Surprise/cropped_emotions.100000~12fffff.png,Surprise,[116 102  93 ...  24  18  18]
153,Surprise/cropped_emotions.261514~12fffff.png,Surprise,[  0   0   0 ... 184 172 158]
154,Surprise/cropped_emotions.100187~12fffff.png,Surprise,[  0   0   0 ... 253 196 167]
155,Surprise/cropped_emotions.260485~12fffff.png,Surprise,[160 165 168 ...   0   0   0]
156,Surprise/cropped_emotions.260934~12fffff.png,Surprise,[ 33  71 111 ...  42  53  58]
157,Surprise/cropped_emotions.268525~12fffff.png,Surprise,[101 112 218 ...  12  20 121]
158,Surprise/cropped_emotions.414955~12fffff.png,Surprise,[45 45 35 ... 25 24 22]
159,Surprise/cropped_emotions.262298~12fffff.png,Surprise,[230 202 198 ...   0   0   0]
160,Surprise/cropped_emotions.268258~12fffff.png,Surprise,[150 119  91 ... 202 127 112]
161,Surprise/cropped_emotions.414985~12fffff.png,Surprise,[14 11  6 ...  8  4  3]
162,Surprise/cropped_emotions.265416~12fffff.png,Surprise,[254 216 203 ...  24   1  21]
163,Surprise/cropped_emotions.263083~12fffff.png,Surprise,[251 254 233 ...  19  11  48]
164,Surprise/cropped_emotions.414999~12fffff.png,Surprise,[225 214 169 ... 227 226 208]
165,Surprise/cropped_emotions.100009~12fffff.png,Surprise,[137 105  82 ... 205 203 216]
166,Surprise/cropped_emotions.260303~12fffff.png,Surprise,[184 166 156 ... 224 179 125]
167,Surprise/cropped_emotions.267063~12fffff.png,Surprise,[88 63 66 ... 50 35 40]
168,Surprise/cropped_emotions.263366~12fffff.png,Surprise,[242 231 186 ...  68 126  59]
169,Surprise/cropped_emotions.100050~12fffff.png,Surprise,[ 0  0  0 ... 50 37 65]
170,Surprise/cropped_emotions.264698~12fffff.png,Surprise,[171 123 103 ...  36  32  28]
171,Surprise/cropped_emotions.262513~12fffff.png,Surprise,[252 254 246 ... 233  98 192]
172,Surprise/cropped_emotions.265749~12fffff.png,Surprise,[171 161 149 ... 118  97 102]
173,Surprise/cropped_emotions.263113~12fffff.png,Surprise,[252 249 254 ... 199 170 111]
174,Surprise/cropped_emotions.100058~12fffff.png,Surprise,[233 240 246 ...   0   0   0]
175,Surprise/cropped_emotions.260297~12fffff.png,Surprise,[ 97  95 117 ... 247 185 164]
176,Surprise/cropped_emotions.261361~12fffff.png,Surprise,[  0   0   0 ...  96 101 103]
177,Surprise/cropped_emotions.262921~12fffff.png,Surprise,[255  68 119 ... 245 253 246]
178,Surprise/cropped_emotions.100147~12fffff.png,Surprise,[ 93  93  91 ... 200 200 198]
179,Surprise/cropped_emotions.414939~12fffff.png,Surprise,[60 67 70 ... 62 65 90]
180,Surprise/cropped_emotions.261742~12fffff.png,Surprise,[  8  11  50 ... 131  98  80]
181,Surprise/cropped_emotions.261163~12fffff.png,Surprise,[ 78  78 102 ... 177 101 101]
182,Surprise/cropped_emotions.414991~12fffff.png,Surprise,[ 90  73  61 ... 247 226 221]
183,Surprise/cropped_emotions.100099~12fffff.png,Surprise,[254 255 255 ... 224 178 163]
184,Surprise/cropped_emotions.263412~12fffff.png,Surprise,[40 14 27 ... 31 19 32]
185,Surprise/cropped_emotions.264620~12fffff.png,Surprise,[192 175 157 ...  17  15  18]
186,Surprise/cropped_emotions.260089~12fffff.png,Surprise,[211 195 172 ... 234 217 193]
187,Surprise/cropped_emotions.414851~12fffff.png,Surprise,[159 129  93 ... 133 102  99]
188,Surprise/cropped_emotions.266670~12fffff.png,Surprise,[196 171 131 ...   8   4   2]
189,Surprise/cropped_emotions.100120~12fffff.png,Surprise,[  0   0   0 ... 243 242 240]
190,Surprise/cropped_emotions.262686~12fffff.png,Surprise,[184 119  89 ... 111  95  98]
191,Surprise/cropped_emotions.266678~12fffff.png,Surprise,[  0   0   0 ... 245 225 201]
192,Surprise/cropped_emotions.260349~12fffff.png,Surprise,[ 40  31  36 ... 197 164 129]
193,Surprise/cropped_emotions.266127~12fffff.png,Surprise,[ 75 120 149 ...  18  55  83]
194,Surprise/cropped_emotions.261991~12fffff.png,Surprise,[52 35 25 ... 46 56 76]
195,Surprise/cropped_emotions.415009~12fffff.png,Surprise,[32 35 40 ... 12 11 16]
196,Surprise/cropped_emotions.266531~12fffff.png,Surprise,[197 153 110 ...  70  50  35]
197,Surprise/cropped_emotions.415035~12fffff.png,Surprise,[  4   4   4 ... 200 199 194]
198,Surprise/cropped_emotions.262504~12fffff.png,Surprise,[105  89  53 ...  57  25  14]
199,Surprise/cropped_emotions.268322~12fffff.png,Surprise,[255 254 250 ...  60  36  23]
200,Surprise/cropped_emotions.260042~12fffff.png,Surprise,[194 143  96 ... 127  95  80]
201,Surprise/cropped_emotions.265041~12fffff.png,Surprise,[ 37  37  35 ... 151  50  50]
202,Surprise/cropped_emotions.261261~12fffff.png,Surprise,[155 150 154 ...  29  24  21]
203,Surprise/cropped_emotions.260217~12fffff.png,Surprise,[ 41  41  41 ... 245 245 245]
204,Surprise/cropped_emotions.261946~12fffff.png,Surprise,[169 139   9 ... 187 169 160]
205,Surprise/cropped_emotions.100255~12fffff.png,Surprise,[  0   0   0 ... 187 135 124]
206,Surprise/cropped_emotions.261668~12fffff.png,Surprise,[111  91  82 ... 210 139 107]
207,Surprise/cropped_emotions.100169~12fffff.png,Surprise,[195 199 206 ... 187  68 108]
208,Surprise/cropped_emotions.100080~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
209,Surprise/cropped_emotions.260097~12fffff.png,Surprise,[170 167 150 ... 194 145 140]
210,Surprise/cropped_emotions.260963~12fffff.png,Surprise,[ 58  45  52 ... 134  96  73]
211,Surprise/1db0d4141c23fe2023a6079fb55d96eeb82aa858a0ca4ab93d709174~12fffff.jpg,Surprise,[150 114  88 ... 181 189 191]
212,Surprise/1c06a2502e334bba029c1d76b120252205df66389c9580c527eaa968~12fffff.jpg,Surprise,[174  17  30 ...  88  40  25]
213,Surprise/cropped_emotions.260003~12fffff.png,Surprise,[ 0  1 45 ... 40 17 46]
214,Surprise/cropped_emotions.100037~12fffff.png,Surprise,[  0   0   0 ... 212 176 160]
215,Surprise/cropped_emotions.262508~12fffff.png,Surprise,[ 0  0  0 ... 34 38 42]
216,Surprise/cropped_emotions.414847~12fffff.png,Surprise,[ 11  11  11 ... 148  82  41]
217,Surprise/cropped_emotions.414893~12fffff.png,Surprise,[116  85  53 ... 105  64  44]
218,Surprise/cropped_emotions.99989~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
219,Surprise/cropped_emotions.414852~12fffff.png,Surprise,[175 173 161 ... 185 194 191]
220,Surprise/cropped_emotions.261667~12fffff.png,Surprise,[ 0  0  0 ... 93 38  6]
221,Surprise/cropped_emotions.100144~12fffff.png,Surprise,[173 168 165 ...  20  16  13]
222,Surprise/cropped_emotions.268304~12fffff.png,Surprise,[205 197 184 ...  33  27  29]
223,Surprise/0de2b1dfd4b0c733bc42db283ba1f3535640affea26bf920e3edadea~12fffff.jpg,Surprise,[255 255 255 ... 255 255 255]
224,Surprise/cropped_emotions.259977~12fffff.png,Surprise,[153 205 255 ... 161 161 159]
225,Surprise/cropped_emotions.267568~12fffff.png,Surprise,[207 175  91 ... 129 124 136]
226,Surprise/cropped_emotions.99982~12fffff.png,Surprise,[86 75 57 ...  0  0  0]
227,Surprise/cropped_emotions.261461~12fffff.png,Surprise,[197 197 189 ...  67  67  77]
228,Surprise/cropped_emotions.261295~12fffff.png,Surprise,[ 47  34  28 ... 255 251 239]
229,Surprise/cropped_emotions.100078~12fffff.png,Surprise,[  0   0   0 ... 173 174  55]
230,Surprise/1e9103d3608a4301872a90b9b53861012d9f1c7a0ea17f3a496e8d50~12fffff.jpg,Surprise,[239 240 242 ...   8   9   8]
231,Surprise/cropped_emotions.262810~12fffff.png,Surprise,[239 251 249 ...   0   0   0]
232,Surprise/cropped_emotions.260046~12fffff.png,Surprise,[  0   0   0 ... 234 249 242]
233,Surprise/cropped_emotions.415019~12fffff.png,Surprise,[143 131  93 ... 167 126  94]
234,Surprise/cropped_emotions.264927~12fffff.png,Surprise,[  1  21  43 ... 153 115  83]
235,Surprise/cropped_emotions.263497~12fffff.png,Surprise,[191 168 134 ...  27  17  51]
236,Surprise/cropped_emotions.264961~12fffff.png,Surprise,[  0   0   0 ... 141  95  38]
237,Surprise/cropped_emotions.260439~12fffff.png,Surprise,[ 56  55  52 ... 182 160 163]
238,Surprise/cropped_emotions.415051~12fffff.png,Surprise,[19  7 19 ... 34 28 28]
239,Surprise/cropped_emotions.262202~12fffff.png,Surprise,[253 254 246 ... 198 160 139]
240,Surprise/cropped_emotions.100025~12fffff.png,Surprise,[  0   0   0 ... 134 151 156]
241,Surprise/cropped_emotions.260164~12fffff.png,Surprise,[142 142 148 ...  69  79 110]
242,Surprise/cropped_emotions.264851~12fffff.png,Surprise,[ 42  40  40 ... 200 205 234]
243,Surprise/cropped_emotions.267607~12fffff.png,Surprise,[ 17  12   9 ... 236 244 247]
244,Surprise/cropped_emotions.266862~12fffff.png,Surprise,[ 0  0  0 ... 96 57 31]
245,Surprise/cropped_emotions.99983~12fffff.png,Surprise,[193 230 248 ... 135 100  70]
246,Surprise/cropped_emotions.264140~12fffff.png,Surprise,[255 253 254 ...  30  15  12]
247,Surprise/cropped_emotions.267944~12fffff.png,Surprise,[ 55 140  42 ...  21  22  17]
248,Surprise/cropped_emotions.414979~12fffff.png,Surprise,[104 101 130 ...  70  72  91]
249,Surprise/cropped_emotions.261906~12fffff.png,Surprise,[255 255 255 ... 240 175 155]
250,Surprise/cropped_emotions.262950~12fffff.png,Surprise,[ 56  24  27 ... 190 184 154]
251,Surprise/1e3aaf38fceb6840117d1f7683cc7d5db1309a38864217b47b18cd5a~12fffff.jpg,Surprise,[255 255 255 ... 231 230 235]
252,Surprise/cropped_emotions.260250~12fffff.png,Surprise,[  0   0   0 ... 193 159 145]
253,Surprise/cropped_emotions.260482~12fffff.png,Surprise,[232 178 150 ...  64  41  44]
254,Surprise/cropped_emotions.414984~12fffff.png,Surprise,[81 58 52 ... 14 14 37]
255,Surprise/cropped_emotions.262503~12fffff.png,Surprise,[213  19  45 ... 167  84  50]
256,Surprise/cropped_emotions.267901~12fffff.png,Surprise,[ 0  0  0 ... 10  6 67]
257,Surprise/0ab658dbcca7a9cb8e4570106c42869aaef90793f4c065a097202742~12fffff.jpg,Surprise,[235 241 241 ... 222 220 205]
258,Surprise/cropped_emotions.267409~12fffff.png,Surprise,[104 107 121 ...  75  72  87]
259,Surprise/cropped_emotions.100271~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
260,Surprise/cropped_emotions.414966~12fffff.png,Surprise,[178 133 100 ...  82  49  40]
261,Surprise/cropped_emotions.265565~12fffff.png,Surprise,[221 213 211 ...  33  36  47]
262,Surprise/cropped_emotions.100194~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
263,Surprise/cropped_emotions.262493~12fffff.png,Surprise,[245 255 255 ...  37  30  25]
264,Surprise/cropped_emotions.100082~12fffff.png,Surprise,[0 0 0 ... 0 0 0]
265,Surprise/cropped_emotions.260041~12fffff.png,Surprise,[ 50  22  52 ... 175 183 168]
266,Surprise/cropped_emotions.100029~12fffff.png,Surprise,[81 66 63 ... 99 82 74]
267,Surprise/cropped_emotions.262544~12fffff.png,Surprise,[  0   0   0 ... 247 200 125]
268,Surprise/1cbd2567e3b88585cdf1f7455cfafe29c3fe1d4acb084d2198a0b4df~12fffff.jpg,Surprise,[181 183 204 ...  11  15  27]
269,Surprise/cropped_emotions.265474~12fffff.png,Surprise,[254 225  88 ... 243 190 192]
270,Surprise/cropped_emotions.100163~12fffff.png,Surprise,[ 0  0  0 ... 44 57 73]
271,Surprise/0a85885c84659ed4bfad88c109c72f4e94955fa865838744b993b238~12fffff.jpg,Surprise,[203 187 171 ...  18  18  10]
272,Surprise/cropped_emotions.414983~12fffff.png,Surprise,[ 66  57  50 ... 109  65  43]
273,Surprise/cropped_emotions.414846~12fffff.png,Surprise,[120  94  61 ...  35  28  20]
274,Surprise/cropped_emotions.414948~12fffff.png,Surprise,[ 27   6   4 ... 159 118  98]
275,Surprise/cropped_emotions.100178~12fffff.png,Surprise,[153 196 231 ... 196 172 127]
276,Surprise/cropped_emotions.265560~12fffff.png,Surprise,[ 5  9 10 ... 41 10  8]
277,Surprise/cropped_emotions.261148~12fffff.png,Surprise,[237 226 224 ...  56 171 168]
278,Surprise/cropped_emotions.267822~12fffff.png,Surprise,[168 130  94 ... 230   7 114]
279,Surprise/0a5baaa904a2a7fe93aab7ccf393a9180bc51354c073033b56b4b661~12fffff.jpg,Surprise,[18  6  8 ... 71 43 43]
